transaction_id,account_id,date,type,description,merchant_category,amount,currency
TX00000326,AC000003,2023-06-17,Withdrawal,Withdrawal,,-1508.86,MXN
TX00000327,AC000003,2023-04-03,Fee,Fee,,-30.43,MXN
TX00000328,AC000003,2023-09-17,POS Purchase,POS - Online,Online,-477.2,MXN
TX00000329,AC000003,2023-02-12,Deposit,Deposit,,3120.27,MXN
TX00000330,AC000003,2023-09-13,Deposit,Deposit,,4391.28,MXN
TX00000331,AC000003,2022-07-22,Transfer In,Transfer In,,4457.08,MXN
TX00000332,AC000003,2022-09-16,Fee,Fee,,-150.64,MXN
TX00000333,AC000003,2023-06-02,Deposit,Deposit,,5902.8,MXN
TX00000334,AC000003,2022-02-21,Deposit,Deposit,,6917.13,MXN
TX00000335,AC000003,2023-10-20,Withdrawal,Withdrawal,,-214.39,MXN
TX00000336,AC000003,2022-10-27,Transfer In,Transfer In,,4047.27,MXN
TX00000337,AC000003,2023-12-05,POS Purchase,POS - Restaurants,Restaurants,-260.22,MXN
TX00000338,AC000003,2022-10-11,POS Purchase,POS - Travel,Travel,-1116.44,MXN
TX00000339,AC000003,2022-01-10,Transfer In,Transfer In,,5186.48,MXN
TX00000340,AC000003,2022-08-19,POS Purchase,POS - Electronics,Electronics,-360.68,MXN
TX00000341,AC000003,2023-05-25,Fee,Fee,,-70.61,MXN
TX00000342,AC000003,2022-06-16,Deposit,Deposit,,2997.42,MXN
TX00000343,AC000003,2022-03-27,Transfer Out,Transfer Out,,-4207.88,MXN
TX00000344,AC000003,2023-08-22,Withdrawal,Withdrawal,,-1354.6,MXN
TX00000345,AC000003,2022-03-07,POS Purchase,POS - Electronics,Electronics,-404.29,MXN
TX00000346,AC000003,2023-10-14,Transfer Out,Transfer Out,,-83.87,MXN
TX00000347,AC000003,2023-06-03,POS Purchase,POS - Restaurants,Restaurants,-1233.21,MXN
TX00000348,AC000003,2022-06-19,POS Purchase,POS - Restaurants,Restaurants,-694.51,MXN
TX00000349,AC000003,2022-11-20,Transfer Out,Transfer Out,,-1972.61,MXN
TX00000350,AC000003,2022-05-31,POS Purchase,POS - Travel,Travel,-1054.02,MXN
TX00000351,AC000003,2022-05-05,Deposit,Deposit,,3659.94,MXN
TX00000352,AC000003,2023-10-16,POS Purchase,POS - Travel,Travel,-1421.88,MXN
TX00000353,AC000003,2023-12-18,Transfer Out,Transfer Out,,-2088.93,MXN
TX00000354,AC000003,2022-09-21,POS Purchase,POS - Fuel,Fuel,-1712.86,MXN
TX00000355,AC000003,2022-10-03,POS Purchase,POS - Travel,Travel,-509.59,MXN
TX00000356,AC000003,2022-05-21,POS Purchase,POS - Online,Online,-344.88,MXN
TX00000357,AC000003,2022-04-16,POS Purchase,POS - Groceries,Groceries,-122.89,MXN
TX00000358,AC000003,2022-06-08,Deposit,Deposit,,3152.77,MXN
TX00000359,AC000003,2022-08-04,Withdrawal,Withdrawal,,-1648.04,MXN
TX00000360,AC000003,2023-02-03,POS Purchase,POS - Travel,Travel,-369.42,MXN
TX00000361,AC000003,2023-05-28,Deposit,Deposit,,891.99,MXN
TX00000362,AC000003,2023-07-25,POS Purchase,POS - Electronics,Electronics,-358.82,MXN
TX00000363,AC000003,2022-08-01,Withdrawal,Withdrawal,,-2795.76,MXN
TX00000364,AC000003,2023-01-22,POS Purchase,POS - Travel,Travel,-511.85,MXN
TX00000365,AC000003,2023-10-24,Withdrawal,Withdrawal,,-1394.19,MXN
TX00000366,AC000003,2023-02-07,POS Purchase,POS - Restaurants,Restaurants,-1324.29,MXN
TX00000367,AC000003,2022-05-31,POS Purchase,POS - Pharmacy,Pharmacy,-1046.1,MXN
TX00000368,AC000003,2022-08-22,POS Purchase,POS - Electronics,Electronics,-87.99,MXN
TX00000369,AC000003,2022-01-02,Deposit,Deposit,,2207.02,MXN
TX00000370,AC000003,2023-12-02,Transfer Out,Transfer Out,,-1316.5,MXN
TX00000371,AC000003,2022-05-11,Deposit,Deposit,,3654.81,MXN
TX00000372,AC000003,2022-07-21,POS Purchase,POS - Travel,Travel,-401.32,MXN
TX00000373,AC000003,2023-04-17,Deposit,Deposit,,1942.43,MXN
TX00000374,AC000003,2022-07-31,Transfer In,Transfer In,,3381.29,MXN
TX00000375,AC000003,2022-05-15,Fee,Fee,,-49.56,MXN
TX00000376,AC000003,2023-03-16,POS Purchase,POS - Online,Online,-709.95,MXN
TX00000377,AC000003,2022-02-08,Transfer Out,Transfer Out,,-2124.14,MXN
TX00000378,AC000003,2023-09-30,Withdrawal,Withdrawal,,-2498.41,MXN
TX00000379,AC000003,2022-12-05,Transfer In,Transfer In,,1706.45,MXN
TX00000380,AC000003,2023-06-10,POS Purchase,POS - Groceries,Groceries,-364.88,MXN
TX00000381,AC000003,2022-11-10,Withdrawal,Withdrawal,,-3270.41,MXN
TX00000382,AC000003,2023-06-27,Transfer In,Transfer In,,907.08,MXN
TX00000383,AC000003,2022-11-18,POS Purchase,POS - Travel,Travel,-1663.33,MXN
TX00000384,AC000003,2023-09-28,Transfer In,Transfer In,,1007.74,MXN
TX00000385,AC000003,2023-12-27,Transfer Out,Transfer Out,,-783.57,MXN
TX00000386,AC000003,2022-07-27,Transfer In,Transfer In,,2234.06,MXN
TX00000387,AC000003,2023-03-05,Fee,Fee,,-24.42,MXN
TX00000388,AC000003,2023-03-08,POS Purchase,POS - Fuel,Fuel,-939.87,MXN
TX00000389,AC000003,2023-12-04,Deposit,Deposit,,6791.9,MXN
TX00000390,AC000003,2022-09-15,Deposit,Deposit,,4888.49,MXN
TX00000391,AC000003,2022-10-25,Deposit,Deposit,,4653.62,MXN
TX00000392,AC000003,2023-05-05,Deposit,Deposit,,2551.03,MXN
TX00000393,AC000003,2022-07-28,Transfer In,Transfer In,,2591.41,MXN
TX00000394,AC000003,2022-11-16,Transfer In,Transfer In,,7806.63,MXN
TX00000395,AC000003,2022-06-06,POS Purchase,POS - Groceries,Groceries,-621.67,MXN
TX00000396,AC000003,2022-11-19,Fee,Fee,,-58.08,MXN
TX00000397,AC000003,2023-01-01,POS Purchase,POS - Restaurants,Restaurants,-125.17,MXN
TX00000398,AC000003,2023-04-14,POS Purchase,POS - Restaurants,Restaurants,-1060.24,MXN
TX00000399,AC000003,2023-05-02,POS Purchase,POS - Travel,Travel,-193.23,MXN
TX00000400,AC000003,2023-02-28,Deposit,Deposit,,2971.16,MXN
TX00000401,AC000003,2022-05-02,Fee,Fee,,-161.32,MXN
TX00000402,AC000003,2023-08-16,Fee,Fee,,-107.28,MXN
TX00000403,AC000004,2022-02-14,Transfer In,Transfer In,,3741.39,MXN
TX00000404,AC000004,2023-01-30,Transfer Out,Transfer Out,,-2712.66,MXN
TX00000405,AC000004,2022-09-20,Transfer In,Transfer In,,4427.1,MXN
TX00000406,AC000004,2022-06-04,POS Purchase,POS - Fuel,Fuel,-1260.11,MXN
TX00000407,AC000004,2023-11-28,Fee,Fee,,-77.37,MXN
TX00000408,AC000004,2022-04-20,POS Purchase,POS - Online,Online,-1111.95,MXN
TX00000409,AC000004,2022-01-24,Transfer In,Transfer In,,2474.86,MXN
TX00000410,AC000004,2023-11-18,Transfer Out,Transfer Out,,-1381.56,MXN
TX00000411,AC000004,2022-11-12,POS Purchase,POS - Fuel,Fuel,-1185.23,MXN
TX00000412,AC000004,2023-03-19,Withdrawal,Withdrawal,,-1149.6,MXN
TX00000413,AC000004,2023-12-28,POS Purchase,POS - Restaurants,Restaurants,-541.53,MXN
TX00000414,AC000004,2023-08-06,Deposit,Deposit,,2006.29,MXN
TX00000415,AC000004,2022-07-14,POS Purchase,POS - Groceries,Groceries,-597.45,MXN
TX00000416,AC000004,2023-09-25,POS Purchase,POS - Travel,Travel,-278.7,MXN
TX00000417,AC000004,2023-06-05,Transfer In,Transfer In,,3749.71,MXN
TX00000418,AC000004,2023-09-28,Withdrawal,Withdrawal,,-3684.98,MXN
TX00000419,AC000004,2022-03-29,Deposit,Deposit,,2908.15,MXN
TX00000420,AC000004,2022-04-04,Deposit,Deposit,,4417.29,MXN
TX00000421,AC000004,2023-09-14,POS Purchase,POS - Travel,Travel,-55.41,MXN
TX00000422,AC000004,2023-12-02,POS Purchase,POS - Travel,Travel,-199.21,MXN
TX00000423,AC000004,2023-10-23,Transfer In,Transfer In,,1717.37,MXN
TX00000424,AC000004,2023-03-19,Transfer In,Transfer In,,5651.83,MXN
TX00000425,AC000004,2023-12-10,Transfer Out,Transfer Out,,-932.26,MXN
TX00000426,AC000004,2022-11-17,POS Purchase,POS - Travel,Travel,-1108.2,MXN
TX00000427,AC000004,2023-08-31,Deposit,Deposit,,5333.96,MXN
TX00000428,AC000004,2022-04-24,Fee,Fee,,-109.11,MXN
TX00000429,AC000004,2023-07-02,POS Purchase,POS - Groceries,Groceries,-453.7,MXN
TX00000430,AC000004,2022-03-26,POS Purchase,POS - Fuel,Fuel,-851.36,MXN
TX00000431,AC000004,2022-02-07,Withdrawal,Withdrawal,,-920.86,MXN
TX00000432,AC000004,2023-03-01,POS Purchase,POS - Travel,Travel,-642.0,MXN
TX00000433,AC000004,2022-05-06,POS Purchase,POS - Groceries,Groceries,-723.64,MXN
TX00000434,AC000004,2023-04-14,POS Purchase,POS - Pharmacy,Pharmacy,-978.76,MXN
TX00000435,AC000004,2022-08-15,Transfer Out,Transfer Out,,-375.76,MXN
TX00000436,AC000004,2022-05-11,POS Purchase,POS - Groceries,Groceries,-507.7,MXN
TX00000437,AC000004,2023-08-11,POS Purchase,POS - Pharmacy,Pharmacy,-518.08,MXN
TX00000438,AC000004,2023-11-06,POS Purchase,POS - Groceries,Groceries,-237.93,MXN
TX00000439,AC000004,2023-09-24,Fee,Fee,,-111.13,MXN
TX00000440,AC000004,2023-07-05,POS Purchase,POS - Groceries,Groceries,-754.65,MXN
TX00000441,AC000004,2023-02-02,Deposit,Deposit,,800.99,MXN
TX00000442,AC000004,2023-04-28,POS Purchase,POS - Fuel,Fuel,-870.7,MXN
TX00000443,AC000004,2022-07-06,Withdrawal,Withdrawal,,-3475.08,MXN
TX00000444,AC000004,2023-03-27,Transfer In,Transfer In,,4450.32,MXN
TX00000445,AC000004,2022-08-07,Fee,Fee,,-125.37,MXN
TX00000446,AC000004,2023-06-07,POS Purchase,POS - Travel,Travel,-1216.93,MXN
TX00000447,AC000004,2023-08-23,Transfer Out,Transfer Out,,-321.25,MXN
TX00000448,AC000004,2022-01-24,POS Purchase,POS - Pharmacy,Pharmacy,-52.92,MXN
TX00000449,AC000004,2023-05-03,Transfer In,Transfer In,,4279.89,MXN
TX00000450,AC000004,2022-04-25,POS Purchase,POS - Travel,Travel,-836.39,MXN
TX00000451,AC000004,2022-10-26,Withdrawal,Withdrawal,,-2280.19,MXN
TX00000452,AC000004,2022-03-19,Deposit,Deposit,,2116.57,MXN
TX00000453,AC000004,2022-06-08,POS Purchase,POS - Restaurants,Restaurants,-822.97,MXN
TX00000454,AC000004,2023-09-04,Transfer In,Transfer In,,2775.52,MXN
TX00000455,AC000004,2023-11-13,Transfer Out,Transfer Out,,-3199.84,MXN
TX00000456,AC000004,2023-10-16,POS Purchase,POS - Pharmacy,Pharmacy,-613.26,MXN
TX00000457,AC000004,2022-04-12,Deposit,Deposit,,5141.92,MXN
TX00000458,AC000004,2022-11-28,Fee,Fee,,-166.04,MXN
TX00000459,AC000004,2022-09-12,Transfer Out,Transfer Out,,-1230.31,MXN
TX00000460,AC000004,2022-04-10,Withdrawal,Withdrawal,,-594.93,MXN
TX00000461,AC000004,2022-03-11,Fee,Fee,,-54.06,MXN
TX00000462,AC000004,2023-02-18,POS Purchase,POS - Travel,Travel,-167.45,MXN
TX00000463,AC000004,2022-01-07,Deposit,Deposit,,7331.99,MXN
TX00000464,AC000004,2022-05-12,Withdrawal,Withdrawal,,-1442.38,MXN
TX00000465,AC000004,2023-04-08,Deposit,Deposit,,218.68,MXN
TX00000466,AC000004,2023-02-18,POS Purchase,POS - Electronics,Electronics,-162.31,MXN
TX00000467,AC000004,2022-07-17,Deposit,Deposit,,1928.52,MXN
TX00000468,AC000004,2022-06-26,POS Purchase,POS - Online,Online,-1611.03,MXN
TX00000469,AC000004,2023-01-08,POS Purchase,POS - Online,Online,-898.71,MXN
TX00000470,AC000004,2023-10-26,Deposit,Deposit,,5096.55,MXN
TX00000471,AC000004,2023-06-20,Deposit,Deposit,,2063.48,MXN
TX00000472,AC000004,2023-07-28,Withdrawal,Withdrawal,,-3344.58,MXN
TX00000473,AC000004,2022-01-03,Withdrawal,Withdrawal,,-1500.03,MXN
TX00000474,AC000004,2022-12-07,POS Purchase,POS - Online,Online,-387.46,MXN
TX00000475,AC000004,2023-10-18,Deposit,Deposit,,1438.11,MXN
TX00000476,AC000004,2023-06-19,Deposit,Deposit,,5001.57,MXN
TX00000477,AC000004,2022-01-18,POS Purchase,POS - Online,Online,-292.48,MXN
TX00000478,AC000004,2022-10-24,Deposit,Deposit,,1579.25,MXN
TX00000479,AC000004,2022-04-05,Withdrawal,Withdrawal,,-3317.63,MXN
TX00000480,AC000004,2022-01-01,POS Purchase,POS - Fuel,Fuel,-813.11,MXN
TX00000481,AC000004,2022-10-26,Deposit,Deposit,,845.66,MXN
TX00000482,AC000004,2022-04-30,Deposit,Deposit,,241.46,MXN
TX00000483,AC000004,2022-07-23,Deposit,Deposit,,5841.46,MXN
TX00000484,AC000004,2022-06-10,Transfer In,Transfer In,,1479.29,MXN
TX00000485,AC000004,2022-04-15,POS Purchase,POS - Online,Online,-337.03,MXN
TX00000486,AC000004,2022-12-11,Transfer Out,Transfer Out,,-2069.88,MXN
TX00000487,AC000004,2022-12-15,POS Purchase,POS - Online,Online,-334.25,MXN
TX00000488,AC000004,2023-02-05,POS Purchase,POS - Online,Online,-211.75,MXN
TX00000489,AC000005,2023-10-13,Deposit,Deposit,,1927.8,MXN
TX00000490,AC000005,2022-07-25,Fee,Fee,,-52.35,MXN
TX00000491,AC000005,2023-06-05,Fee,Fee,,-95.02,MXN
TX00000492,AC000005,2022-10-12,POS Purchase,POS - Pharmacy,Pharmacy,-562.22,MXN
TX00000493,AC000005,2023-07-23,Transfer Out,Transfer Out,,-2338.98,MXN
TX00000494,AC000005,2022-02-05,Withdrawal,Withdrawal,,-1053.86,MXN
TX00000495,AC000005,2023-02-16,Withdrawal,Withdrawal,,-1691.29,MXN
TX00000496,AC000005,2022-12-11,Withdrawal,Withdrawal,,-1649.07,MXN
TX00000497,AC000005,2023-06-23,Deposit,Deposit,,5955.83,MXN
TX00000498,AC000005,2023-11-02,Deposit,Deposit,,1584.01,MXN
TX00000499,AC000005,2023-01-25,POS Purchase,POS - Fuel,Fuel,-196.61,MXN
TX00000500,AC000005,2022-10-09,Deposit,Deposit,,5356.92,MXN
TX00000501,AC000005,2022-08-30,Withdrawal,Withdrawal,,-1743.65,MXN
TX00000502,AC000005,2023-06-20,Withdrawal,Withdrawal,,-1781.95,MXN
TX00000503,AC000005,2023-03-14,POS Purchase,POS - Restaurants,Restaurants,-344.81,MXN
TX00000504,AC000005,2022-03-18,Withdrawal,Withdrawal,,-1931.62,MXN
TX00000505,AC000005,2023-07-07,POS Purchase,POS - Restaurants,Restaurants,-417.82,MXN
TX00000506,AC000005,2022-07-01,POS Purchase,POS - Pharmacy,Pharmacy,-188.92,MXN
TX00000507,AC000005,2023-03-04,Deposit,Deposit,,766.09,MXN
TX00000508,AC000005,2023-03-24,POS Purchase,POS - Restaurants,Restaurants,-929.31,MXN
TX00000509,AC000005,2023-08-27,Withdrawal,Withdrawal,,-2353.55,MXN
TX00000510,AC000005,2022-03-13,Withdrawal,Withdrawal,,-800.2,MXN
TX00000511,AC000005,2022-02-08,POS Purchase,POS - Restaurants,Restaurants,-997.94,MXN
TX00000512,AC000005,2022-02-21,Transfer Out,Transfer Out,,-1739.02,MXN
TX00000513,AC000005,2023-04-11,Transfer Out,Transfer Out,,-2838.81,MXN
TX00000514,AC000005,2023-11-22,Deposit,Deposit,,1035.7,MXN
TX00000515,AC000005,2022-12-22,POS Purchase,POS - Pharmacy,Pharmacy,-564.81,MXN
TX00000516,AC000005,2023-06-18,Withdrawal,Withdrawal,,-902.92,MXN
TX00000517,AC000005,2022-12-23,POS Purchase,POS - Online,Online,-727.59,MXN
TX00000518,AC000005,2022-12-28,Transfer In,Transfer In,,4062.44,MXN
TX00000519,AC000005,2023-11-02,Withdrawal,Withdrawal,,-1699.38,MXN
TX00000520,AC000005,2023-04-07,POS Purchase,POS - Fuel,Fuel,-1583.88,MXN
TX00000521,AC000005,2023-10-31,Deposit,Deposit,,2230.25,MXN
TX00000522,AC000005,2023-02-03,POS Purchase,POS - Online,Online,-946.79,MXN
TX00000523,AC000005,2022-08-02,Fee,Fee,,-153.88,MXN
TX00000524,AC000005,2022-09-19,Transfer Out,Transfer Out,,-3098.64,MXN
TX00000525,AC000005,2023-01-20,POS Purchase,POS - Fuel,Fuel,-404.19,MXN
TX00000526,AC000005,2023-04-29,POS Purchase,POS - Electronics,Electronics,-399.83,MXN
TX00000527,AC000005,2022-01-24,POS Purchase,POS - Restaurants,Restaurants,-678.23,MXN
TX00000528,AC000005,2023-09-24,Withdrawal,Withdrawal,,-1913.92,MXN
TX00000529,AC000005,2023-04-10,Deposit,Deposit,,3864.42,MXN
TX00000530,AC000005,2023-08-26,POS Purchase,POS - Pharmacy,Pharmacy,-136.05,MXN
TX00000531,AC000005,2022-05-23,POS Purchase,POS - Travel,Travel,-507.22,MXN
TX00000532,AC000005,2022-08-07,POS Purchase,POS - Electronics,Electronics,-988.94,MXN
TX00000533,AC000005,2022-07-19,Withdrawal,Withdrawal,,-2225.6,MXN
TX00000534,AC000005,2022-02-26,Withdrawal,Withdrawal,,-3428.5,MXN
TX00000535,AC000005,2023-02-06,Transfer Out,Transfer Out,,-2385.39,MXN
TX00000536,AC000005,2023-11-04,Withdrawal,Withdrawal,,-93.79,MXN
TX00000537,AC000005,2022-06-07,POS Purchase,POS - Pharmacy,Pharmacy,-551.08,MXN
TX00000538,AC000005,2023-03-23,Transfer In,Transfer In,,3749.09,MXN
TX00000539,AC000005,2022-06-07,Deposit,Deposit,,6627.92,MXN
TX00000540,AC000005,2022-09-03,POS Purchase,POS - Groceries,Groceries,-81.09,MXN
TX00000541,AC000005,2022-02-19,Withdrawal,Withdrawal,,-2177.0,MXN
TX00000542,AC000005,2023-03-30,POS Purchase,POS - Restaurants,Restaurants,-772.61,MXN
TX00000543,AC000005,2022-01-20,Fee,Fee,,-81.37,MXN
TX00000544,AC000005,2023-07-01,Withdrawal,Withdrawal,,-1239.16,MXN
TX00000545,AC000005,2023-08-30,POS Purchase,POS - Restaurants,Restaurants,-558.85,MXN
TX00000546,AC000005,2023-01-22,Fee,Fee,,-109.95,MXN
TX00000547,AC000005,2023-08-05,Transfer In,Transfer In,,2655.89,MXN
TX00000548,AC000005,2022-12-17,POS Purchase,POS - Restaurants,Restaurants,-1183.14,MXN
TX00000549,AC000005,2023-04-02,POS Purchase,POS - Electronics,Electronics,-262.01,MXN
TX00000550,AC000005,2023-12-23,Withdrawal,Withdrawal,,-768.8,MXN
TX00000551,AC000005,2022-08-25,Transfer In,Transfer In,,3923.66,MXN
TX00000552,AC000005,2022-03-16,Withdrawal,Withdrawal,,-3345.47,MXN
TX00000553,AC000005,2022-08-26,POS Purchase,POS - Groceries,Groceries,-473.62,MXN
TX00000554,AC000005,2022-02-17,Transfer In,Transfer In,,4739.7,MXN
TX00000555,AC000005,2023-12-30,Withdrawal,Withdrawal,,-1884.37,MXN
TX00000556,AC000005,2022-07-24,Transfer Out,Transfer Out,,-2267.55,MXN
TX00000557,AC000005,2023-11-10,Deposit,Deposit,,852.72,MXN
TX00000558,AC000005,2022-01-08,POS Purchase,POS - Restaurants,Restaurants,-1314.07,MXN
TX00000559,AC000005,2023-09-23,Deposit,Deposit,,6698.68,MXN
TX00000560,AC000005,2023-06-20,Withdrawal,Withdrawal,,-1874.44,MXN
TX00000561,AC000005,2023-09-04,POS Purchase,POS - Restaurants,Restaurants,-587.91,MXN
TX00000562,AC000005,2022-11-04,Withdrawal,Withdrawal,,-1362.72,MXN
TX00000563,AC000005,2022-04-29,Deposit,Deposit,,2013.5,MXN
TX00000564,AC000005,2022-06-27,Deposit,Deposit,,5030.99,MXN
TX00000565,AC000005,2023-02-11,Withdrawal,Withdrawal,,-918.93,MXN
TX00000566,AC000005,2023-11-19,Deposit,Deposit,,624.45,MXN
TX00000567,AC000005,2023-02-14,POS Purchase,POS - Restaurants,Restaurants,-1059.86,MXN
TX00000568,AC000005,2022-12-30,Deposit,Deposit,,2435.24,MXN
TX00000569,AC000005,2022-07-03,POS Purchase,POS - Groceries,Groceries,-484.82,MXN
TX00000570,AC000005,2023-08-22,POS Purchase,POS - Restaurants,Restaurants,-827.04,MXN
TX00000571,AC000005,2022-03-02,POS Purchase,POS - Online,Online,-210.74,MXN
TX00000572,AC000005,2023-07-30,Transfer Out,Transfer Out,,-978.49,MXN
TX00000573,AC000005,2022-03-11,Withdrawal,Withdrawal,,-1582.11,MXN
TX00000574,AC000005,2022-03-18,Withdrawal,Withdrawal,,-2345.58,MXN
TX00000575,AC000005,2023-01-24,POS Purchase,POS - Restaurants,Restaurants,-32.29,MXN
TX00000576,AC000005,2022-10-28,POS Purchase,POS - Travel,Travel,-198.93,MXN
TX00000577,AC000005,2023-02-26,POS Purchase,POS - Groceries,Groceries,-125.97,MXN
TX00000578,AC000006,2023-02-15,POS Purchase,POS - Fuel,Fuel,-31.3,MXN
TX00000579,AC000006,2023-02-04,POS Purchase,POS - Travel,Travel,-859.24,MXN
TX00000580,AC000006,2023-11-22,POS Purchase,POS - Electronics,Electronics,-409.33,MXN
TX00000581,AC000006,2023-04-27,Deposit,Deposit,,1702.41,MXN
TX00000582,AC000006,2023-10-13,Withdrawal,Withdrawal,,-3174.53,MXN
TX00000583,AC000006,2022-10-01,Transfer In,Transfer In,,3663.34,MXN
TX00000584,AC000006,2022-01-11,Transfer In,Transfer In,,3867.78,MXN
TX00000585,AC000006,2023-09-28,POS Purchase,POS - Travel,Travel,-1067.43,MXN
TX00000586,AC000006,2023-01-03,POS Purchase,POS - Pharmacy,Pharmacy,-1201.26,MXN
TX00000587,AC000006,2023-04-29,Deposit,Deposit,,907.89,MXN
TX00000588,AC000006,2022-08-23,POS Purchase,POS - Restaurants,Restaurants,-1147.46,MXN
TX00000589,AC000006,2023-03-21,POS Purchase,POS - Travel,Travel,-640.12,MXN
TX00000590,AC000006,2022-04-11,Deposit,Deposit,,4193.63,MXN
TX00000591,AC000006,2023-06-05,Withdrawal,Withdrawal,,-2476.92,MXN
TX00000592,AC000006,2023-11-13,Deposit,Deposit,,3314.04,MXN
TX00000593,AC000006,2022-02-22,Deposit,Deposit,,1793.75,MXN
TX00000594,AC000006,2023-02-10,POS Purchase,POS - Travel,Travel,-164.23,MXN
TX00000595,AC000006,2022-07-01,Transfer Out,Transfer Out,,-2107.43,MXN
TX00000596,AC000006,2023-09-01,POS Purchase,POS - Electronics,Electronics,-585.53,MXN
TX00000597,AC000006,2022-09-06,POS Purchase,POS - Restaurants,Restaurants,-581.85,MXN
TX00000598,AC000006,2022-05-28,Transfer In,Transfer In,,7508.96,MXN
TX00000599,AC000006,2023-11-03,POS Purchase,POS - Travel,Travel,-1465.98,MXN
TX00000600,AC000006,2022-11-18,Fee,Fee,,-107.02,MXN
TX00000601,AC000006,2022-12-18,Deposit,Deposit,,1973.72,MXN
TX00000602,AC000006,2023-02-01,Withdrawal,Withdrawal,,-3038.68,MXN
TX00000603,AC000006,2023-12-24,POS Purchase,POS - Fuel,Fuel,-539.75,MXN
TX00000604,AC000006,2023-11-27,Withdrawal,Withdrawal,,-893.88,MXN
TX00000605,AC000006,2022-10-20,Deposit,Deposit,,1500.06,MXN
TX00000606,AC000006,2022-09-08,Withdrawal,Withdrawal,,-809.11,MXN
TX00000607,AC000006,2022-03-31,Deposit,Deposit,,715.35,MXN
TX00000608,AC000006,2022-05-01,POS Purchase,POS - Groceries,Groceries,-824.21,MXN
TX00000609,AC000006,2023-04-16,POS Purchase,POS - Fuel,Fuel,-339.74,MXN
TX00000610,AC000006,2022-05-11,Fee,Fee,,-51.14,MXN
TX00000611,AC000006,2023-10-06,Deposit,Deposit,,13.23,MXN
TX00000612,AC000006,2023-06-14,POS Purchase,POS - Electronics,Electronics,-476.58,MXN
TX00000613,AC000006,2022-08-05,Deposit,Deposit,,5472.79,MXN
TX00000614,AC000006,2022-11-05,POS Purchase,POS - Groceries,Groceries,-1577.37,MXN
TX00000615,AC000006,2022-02-06,Transfer In,Transfer In,,2400.83,MXN
TX00000616,AC000006,2022-07-17,POS Purchase,POS - Restaurants,Restaurants,-20.11,MXN
TX00000617,AC000006,2023-04-04,Withdrawal,Withdrawal,,-2120.39,MXN
TX00000618,AC000006,2023-04-16,Deposit,Deposit,,809.18,MXN
TX00000619,AC000006,2023-08-22,Transfer In,Transfer In,,563.03,MXN
TX00000620,AC000006,2022-05-25,Transfer In,Transfer In,,3961.58,MXN
TX00000621,AC000006,2023-07-18,Transfer Out,Transfer Out,,-2608.41,MXN
TX00000622,AC000006,2023-04-16,Deposit,Deposit,,1457.57,MXN
TX00000623,AC000006,2023-09-12,POS Purchase,POS - Fuel,Fuel,-6.56,MXN
TX00000624,AC000006,2023-12-17,Withdrawal,Withdrawal,,-790.56,MXN
TX00000625,AC000006,2022-03-14,Deposit,Deposit,,3924.91,MXN
TX00000626,AC000006,2022-10-07,Fee,Fee,,-45.55,MXN
TX00000627,AC000006,2023-06-05,Fee,Fee,,-74.36,MXN
TX00000628,AC000006,2023-09-26,POS Purchase,POS - Fuel,Fuel,-435.24,MXN
TX00000629,AC000006,2023-11-18,POS Purchase,POS - Groceries,Groceries,-529.76,MXN
TX00000630,AC000006,2023-04-20,Deposit,Deposit,,4601.42,MXN
TX00000631,AC000006,2023-02-27,POS Purchase,POS - Fuel,Fuel,-618.66,MXN
TX00000632,AC000006,2022-01-10,Withdrawal,Withdrawal,,-2259.26,MXN
TX00000633,AC000006,2023-06-02,POS Purchase,POS - Online,Online,-46.54,MXN
TX00000634,AC000006,2023-03-09,Deposit,Deposit,,5399.45,MXN
TX00000635,AC000006,2023-01-05,Withdrawal,Withdrawal,,-2061.84,MXN
TX00000636,AC000006,2022-01-15,POS Purchase,POS - Fuel,Fuel,-906.64,MXN
TX00000637,AC000006,2023-11-16,Withdrawal,Withdrawal,,-1312.26,MXN
TX00000638,AC000006,2023-05-16,POS Purchase,POS - Restaurants,Restaurants,-337.55,MXN
TX00000639,AC000006,2023-01-02,Transfer In,Transfer In,,2492.85,MXN
TX00000640,AC000006,2022-06-12,POS Purchase,POS - Restaurants,Restaurants,-191.35,MXN
TX00000641,AC000006,2022-08-21,Transfer In,Transfer In,,880.8,MXN
TX00000642,AC000006,2022-06-21,POS Purchase,POS - Online,Online,-840.33,MXN
TX00000643,AC000006,2022-10-06,Deposit,Deposit,,860.31,MXN
TX00000644,AC000006,2022-03-13,Fee,Fee,,-39.22,MXN
TX00000645,AC000006,2022-02-16,Withdrawal,Withdrawal,,-1371.1,MXN
TX00000646,AC000006,2022-12-13,Transfer Out,Transfer Out,,-1223.76,MXN
